P1 wins, P2 wins, Draws, TOTAL TIME P1, TOTAL TIME P2, TOTAL MOVES, TOTAL MOVES P1, TOTAL MOVES P2
1, 0, 0, 3.31663577E8, 5.30049727E8, 33, 17, 16
0, 1, 0, 2.8106799E8, 5.1664039E8, 30, 15, 15
0, 1, 0, 3.10288533E8, 5.24737157E8, 36, 18, 18
0, 1, 0, 2.70597532E8, 4.35783623E8, 24, 12, 12
0, 1, 0, 1.80369864E8, 2.62571702E8, 16, 8, 8
0, 1, 0, 2.98349008E8, 5.28791501E8, 38, 19, 19
0, 1, 0, 3.22212772E8, 5.40454967E8, 36, 18, 18
0, 1, 0, 1.52294658E8, 2.27160301E8, 14, 7, 7
0, 1, 0, 2.31188944E8, 3.72559702E8, 22, 11, 11
0, 1, 0, 2.80333649E8, 4.80291776E8, 34, 17, 17
0, 1, 0, 2.50775082E8, 4.03740451E8, 26, 13, 13
1, 0, 0, 2.94154366E8, 5.36124988E8, 39, 20, 19
0, 1, 0, 3.13404512E8, 5.26461039E8, 38, 19, 19
0, 1, 0, 1.89445346E8, 3.10592198E8, 18, 9, 9
0, 1, 0, 3.41212541E8, 5.72855627E8, 36, 18, 18
0, 1, 0, 2.56331075E8, 4.61682454E8, 34, 17, 17
0, 1, 0, 2.27400493E8, 4.07009464E8, 24, 12, 12
0, 1, 0, 1.53737243E8, 2.38134216E8, 14, 7, 7
0, 1, 0, 1.87243022E8, 2.94502874E8, 18, 9, 9
0, 1, 0, 2.7801108E8, 4.74056297E8, 34, 17, 17
0, 1, 0, 2.07697012E8, 3.16843379E8, 20, 10, 10
1, 0, 0, 2.7308297E8, 3.9877941E8, 29, 15, 14
1, 0, 0, 2.96617675E8, 4.82889642E8, 35, 18, 17
0, 1, 0, 1.56981128E8, 2.30595338E8, 14, 7, 7
0, 1, 0, 2.70338722E8, 5.09232458E8, 36, 18, 18
0, 1, 0, 2.35816745E8, 4.22862844E8, 24, 12, 12
0, 1, 0, 2.10020372E8, 3.48277382E8, 22, 11, 11
0, 1, 0, 2.03808762E8, 3.34877724E8, 20, 10, 10
0, 1, 0, 1.56180731E8, 2.41788177E8, 16, 8, 8
0, 1, 0, 2.48748743E8, 4.03723568E8, 26, 13, 13
1, 0, 0, 2.74540611E8, 4.89931728E8, 33, 17, 16
0, 1, 0, 2.15835768E8, 3.49369309E8, 20, 10, 10
1, 0, 0, 3.06151469E8, 5.63162976E8, 39, 20, 19
0, 1, 0, 1.81338204E8, 3.00947539E8, 18, 9, 9
0, 1, 0, 1.97627198E8, 2.85556673E8, 18, 9, 9
0, 1, 0, 2.63554183E8, 4.7626312E8, 34, 17, 17
0, 1, 0, 3.03759655E8, 5.45990221E8, 38, 19, 19
0, 1, 0, 3.01210407E8, 5.99899356E8, 42, 21, 21
0, 1, 0, 3.11438668E8, 5.07801015E8, 36, 18, 18
0, 1, 0, 2.86693066E8, 5.04665316E8, 32, 16, 16
0, 1, 0, 1.6619677E8, 2.6169312E8, 16, 8, 8
0, 1, 0, 1.87453902E8, 2.90549414E8, 18, 9, 9
0, 1, 0, 2.41498821E8, 4.1060715E8, 24, 12, 12
0, 1, 0, 1.88818457E8, 2.97751171E8, 18, 9, 9
0, 1, 0, 2.15941658E8, 3.41096569E8, 20, 10, 10
0, 1, 0, 2.21520399E8, 3.93476164E8, 26, 13, 13
0, 1, 0, 2.8692199E8, 4.98488971E8, 38, 19, 19
0, 1, 0, 2.40938526E8, 4.65155601E8, 28, 14, 14
0, 1, 0, 1.61138559E8, 2.61389962E8, 16, 8, 8
0, 1, 0, 2.48871163E8, 4.88728357E8, 30, 15, 15
0, 1, 0, 2.90535075E8, 5.18761553E8, 32, 16, 16
0, 1, 0, 2.77768834E8, 4.69139191E8, 34, 17, 17
0, 1, 0, 2.24893469E8, 3.75087056E8, 22, 11, 11
0, 1, 0, 1.824038E8, 2.81515176E8, 20, 10, 10
0, 1, 0, 1.85408778E8, 3.10998584E8, 18, 9, 9
0, 1, 0, 2.47851917E8, 4.42172154E8, 26, 13, 13
0, 1, 0, 3.04702614E8, 5.62830313E8, 36, 18, 18
0, 1, 0, 2.96994404E8, 5.2813943E8, 40, 20, 20
0, 1, 0, 2.00489086E8, 3.18728747E8, 20, 10, 10
0, 0, 1, 3.64189154E8, 6.20248099E8, 42, 21, 21
1, 0, 0, 3.13263411E8, 5.33824304E8, 39, 20, 19
0, 1, 0, 2.34461177E8, 4.05282339E8, 24, 12, 12
0, 1, 0, 3.11882035E8, 5.39216526E8, 40, 20, 20
1, 0, 0, 2.91771774E8, 5.36133257E8, 39, 20, 19
0, 1, 0, 2.97153939E8, 5.33975597E8, 40, 20, 20
0, 1, 0, 2.9388249E8, 5.43204896E8, 36, 18, 18
0, 1, 0, 3.30413526E8, 5.725189E8, 42, 21, 21
0, 1, 0, 2.14111296E8, 3.44289858E8, 26, 13, 13
0, 1, 0, 1.92519493E8, 3.07690358E8, 18, 9, 9
0, 1, 0, 2.65859612E8, 4.92845742E8, 34, 17, 17
0, 1, 0, 2.24976299E8, 3.91672352E8, 24, 12, 12
1, 0, 0, 1.69780175E8, 2.53727163E8, 17, 9, 8
1, 0, 0, 2.21231541E8, 3.3729437E8, 21, 11, 10
0, 1, 0, 2.90874423E8, 4.94650654E8, 38, 19, 19
0, 1, 0, 2.53063771E8, 4.30019528E8, 26, 13, 13
0, 1, 0, 3.20131991E8, 5.52483076E8, 36, 18, 18
0, 1, 0, 2.548123E8, 4.2324212E8, 30, 15, 15
0, 1, 0, 1.8688085E8, 3.09575857E8, 18, 9, 9
0, 1, 0, 2.17738735E8, 3.39694001E8, 20, 10, 10
0, 1, 0, 2.15138048E8, 3.54079009E8, 22, 11, 11
0, 1, 0, 2.54589767E8, 4.13970513E8, 34, 17, 17
0, 1, 0, 1.69430679E8, 2.75497981E8, 16, 8, 8
0, 1, 0, 1.49588576E8, 2.11439624E8, 14, 7, 7
0, 1, 0, 2.10053445E8, 3.51096032E8, 22, 11, 11
1, 0, 0, 3.08453125E8, 5.20864826E8, 39, 20, 19
0, 1, 0, 1.99067905E8, 2.94410519E8, 20, 10, 10
0, 1, 0, 2.29067176E8, 3.69113928E8, 22, 11, 11
0, 1, 0, 1.59944872E8, 2.49802252E8, 16, 8, 8
0, 1, 0, 1.88132993E8, 2.99131104E8, 18, 9, 9
0, 1, 0, 2.53388249E8, 4.79030798E8, 34, 17, 17
0, 1, 0, 1.57866048E8, 2.46132195E8, 14, 7, 7
0, 1, 0, 2.3314545E8, 4.40422129E8, 26, 13, 13
0, 1, 0, 2.56919658E8, 4.24955922E8, 26, 13, 13
0, 1, 0, 2.9641049E8, 5.73911068E8, 36, 18, 18
0, 1, 0, 2.83465834E8, 4.78198838E8, 32, 16, 16
0, 1, 0, 1.98954567E8, 3.06704417E8, 20, 10, 10
0, 1, 0, 2.04761405E8, 3.30277941E8, 22, 11, 11
0, 1, 0, 2.16205754E8, 3.45348993E8, 20, 10, 10
0, 1, 0, 3.05009744E8, 5.53684199E8, 38, 19, 19
0, 1, 0, 1.8805399E8, 2.9569698E8, 18, 9, 9
0, 1, 0, 2.55310371E8, 4.5778304E8, 34, 17, 17
1, 0, 0, 2.84434847E8, 5.03063998E8, 37, 19, 18
0, 1, 0, 3.60314812E8, 5.91757568E8, 42, 21, 21
0, 1, 0, 2.37110835E8, 4.51384675E8, 26, 13, 13
0, 1, 0, 1.8114903E8, 2.82640096E8, 18, 9, 9
1, 0, 0, 1.94531452E8, 2.9068094E8, 21, 11, 10
0, 1, 0, 2.37561875E8, 3.91215044E8, 24, 12, 12
0, 1, 0, 1.73662466E8, 2.92945848E8, 18, 9, 9
0, 1, 0, 3.43668406E8, 5.6380184E8, 40, 20, 20
0, 1, 0, 3.36887045E8, 5.7501269E8, 38, 19, 19
0, 1, 0, 1.96759602E8, 2.97740726E8, 18, 9, 9
0, 1, 0, 2.56128619E8, 4.65899531E8, 34, 17, 17
1, 0, 0, 3.02762945E8, 5.16577122E8, 35, 18, 17
0, 1, 0, 2.63115542E8, 4.45964745E8, 28, 14, 14
1, 0, 0, 3.05509351E8, 5.47186308E8, 39, 20, 19
0, 1, 0, 2.10477554E8, 3.78565068E8, 22, 11, 11
1, 0, 0, 2.70466701E8, 4.8227531E8, 29, 15, 14
0, 1, 0, 3.00045463E8, 5.17103788E8, 36, 18, 18
0, 1, 0, 1.88494127E8, 2.96668548E8, 18, 9, 9
1, 0, 0, 2.92087843E8, 4.781969E8, 35, 18, 17
1, 0, 0, 2.98680077E8, 5.50359864E8, 39, 20, 19
0, 1, 0, 1.93392056E8, 3.02049171E8, 18, 9, 9
0, 1, 0, 2.71023132E8, 4.58362085E8, 28, 14, 14
0, 1, 0, 1.89912481E8, 3.15843581E8, 18, 9, 9
0, 1, 0, 2.03185206E8, 3.26860917E8, 22, 11, 11
0, 1, 0, 2.53629164E8, 4.33812887E8, 28, 14, 14
1, 0, 0, 2.44867856E8, 3.80220941E8, 25, 13, 12
0, 1, 0, 2.32912089E8, 3.839026E8, 24, 12, 12
1, 0, 0, 3.24118949E8, 5.29075948E8, 39, 20, 19
0, 1, 0, 1.9130934E8, 3.03505601E8, 18, 9, 9
0, 0, 1, 3.51641896E8, 5.9653686E8, 42, 21, 21
1, 0, 0, 1.6867429E8, 2.49713596E8, 17, 9, 8
0, 1, 0, 2.21988565E8, 3.58696344E8, 22, 11, 11
0, 1, 0, 3.07274232E8, 5.08253749E8, 40, 20, 20
0, 1, 0, 2.73997392E8, 4.92509581E8, 34, 17, 17
0, 1, 0, 2.96650662E8, 5.2652095E8, 42, 21, 21
0, 1, 0, 2.5267708E8, 4.08739256E8, 24, 12, 12
0, 1, 0, 1.53604256E8, 2.40188538E8, 14, 7, 7
0, 1, 0, 2.26691445E8, 3.81857846E8, 26, 13, 13
0, 1, 0, 2.82207086E8, 4.77574539E8, 36, 18, 18
0, 1, 0, 2.74997307E8, 4.93667525E8, 28, 14, 14
1, 0, 0, 3.18565703E8, 5.46079608E8, 39, 20, 19
1, 0, 0, 2.78643593E8, 4.52464367E8, 31, 16, 15
0, 1, 0, 2.98155424E8, 4.94072712E8, 28, 14, 14
1, 0, 0, 3.01799129E8, 5.35244043E8, 39, 20, 19
0, 1, 0, 3.19496066E8, 5.49314668E8, 40, 20, 20
0, 1, 0, 2.80929764E8, 5.10348755E8, 36, 18, 18
0, 1, 0, 2.10376782E8, 3.48070109E8, 20, 10, 10
0, 1, 0, 3.14719759E8, 5.77643323E8, 38, 19, 19
0, 1, 0, 1.83702683E8, 2.93180844E8, 18, 9, 9
0, 1, 0, 2.64816879E8, 4.89355272E8, 34, 17, 17
0, 1, 0, 1.78204337E8, 2.61789715E8, 18, 9, 9
0, 1, 0, 2.2009325E8, 3.97548458E8, 24, 12, 12
0, 1, 0, 3.12169223E8, 5.50661889E8, 40, 20, 20
0, 1, 0, 2.54483195E8, 4.27445011E8, 26, 13, 13
0, 1, 0, 2.77162708E8, 4.95771626E8, 32, 16, 16
0, 1, 0, 2.57974199E8, 4.71438829E8, 28, 14, 14
0, 1, 0, 2.024849E8, 3.55521953E8, 20, 10, 10
0, 1, 0, 2.6955474E8, 4.67620024E8, 36, 18, 18
0, 1, 0, 3.06367487E8, 5.01939459E8, 30, 15, 15
0, 1, 0, 1.80915321E8, 2.92808098E8, 18, 9, 9
0, 1, 0, 2.65457462E8, 4.63976395E8, 36, 18, 18
0, 1, 0, 2.52031232E8, 4.29333973E8, 26, 13, 13
0, 1, 0, 1.83728705E8, 2.74405619E8, 18, 9, 9
1, 0, 0, 3.07834859E8, 5.44397008E8, 37, 19, 18
0, 1, 0, 2.63036174E8, 4.87913851E8, 30, 15, 15
0, 1, 0, 2.11060813E8, 3.51530485E8, 22, 11, 11
0, 1, 0, 2.59277633E8, 4.73898666E8, 34, 17, 17
0, 1, 0, 2.06142234E8, 3.60895235E8, 22, 11, 11
0, 1, 0, 2.46091457E8, 4.01504567E8, 24, 12, 12
0, 1, 0, 2.2943469E8, 4.21460565E8, 24, 12, 12
0, 1, 0, 3.12844258E8, 5.55227343E8, 40, 20, 20
0, 1, 0, 1.97993323E8, 3.12690271E8, 20, 10, 10
1, 0, 0, 2.59334029E8, 4.30726237E8, 33, 17, 16
0, 1, 0, 2.54015808E8, 4.16240554E8, 24, 12, 12
0, 1, 0, 1.85037122E8, 2.92870943E8, 18, 9, 9
0, 1, 0, 1.81003248E8, 2.80237418E8, 18, 9, 9
1, 0, 0, 1.75671858E8, 2.55810454E8, 17, 9, 8
0, 1, 0, 1.90768099E8, 2.99038319E8, 18, 9, 9
0, 1, 0, 1.87683907E8, 3.03027208E8, 18, 9, 9
0, 1, 0, 2.43853569E8, 4.34747618E8, 26, 13, 13
0, 1, 0, 1.74197208E8, 2.6257495E8, 16, 8, 8
0, 0, 1, 3.83641271E8, 6.03191381E8, 42, 21, 21
0, 1, 0, 3.14854305E8, 5.31129518E8, 38, 19, 19
0, 1, 0, 2.70965696E8, 4.37701745E8, 28, 14, 14
0, 1, 0, 2.70411567E8, 4.52514504E8, 34, 17, 17
0, 1, 0, 3.07419346E8, 5.48844672E8, 38, 19, 19
0, 1, 0, 2.15636416E8, 3.51456138E8, 22, 11, 11
0, 1, 0, 2.8782131E8, 5.03597354E8, 36, 18, 18
0, 1, 0, 3.01170331E8, 5.30577597E8, 38, 19, 19
1, 0, 0, 3.07912903E8, 5.26913104E8, 39, 20, 19
0, 1, 0, 2.47112899E8, 4.41226413E8, 28, 14, 14
0, 1, 0, 2.47768573E8, 4.18264831E8, 26, 13, 13
1, 0, 0, 1.70869624E8, 2.50309851E8, 17, 9, 8
0, 1, 0, 2.52600184E8, 4.96776407E8, 30, 15, 15
0, 1, 0, 1.76837824E8, 2.81513882E8, 16, 8, 8
0, 1, 0, 2.95668944E8, 4.82214955E8, 30, 15, 15
0, 1, 0, 2.12150587E8, 3.41606612E8, 20, 10, 10
1, 0, 0, 3.20646504E8, 5.35090569E8, 39, 20, 19
0, 1, 0, 2.10631841E8, 3.51018991E8, 20, 10, 10
0, 1, 0, 2.1455762E8, 3.52572331E8, 22, 11, 11
0, 1, 0, 1.6832376E8, 2.44876077E8, 16, 8, 8
0, 1, 0, 3.02688908E8, 5.38212003E8, 30, 15, 15
0, 1, 0, 2.72498888E8, 5.29331154E8, 32, 16, 16
0, 1, 0, 2.72354864E8, 4.49271437E8, 28, 14, 14
1, 0, 0, 1.70926136E8, 2.47238679E8, 17, 9, 8
0, 1, 0, 2.8117405E8, 5.00067809E8, 32, 16, 16
0, 1, 0, 1.97589562E8, 3.01750408E8, 18, 9, 9
0, 1, 0, 3.44275474E8, 5.98879208E8, 38, 19, 19
0, 1, 0, 2.20478852E8, 3.36293921E8, 24, 12, 12
0, 1, 0, 1.58609104E8, 2.41702545E8, 14, 7, 7
1, 0, 0, 3.24797088E8, 5.76815605E8, 37, 19, 18
0, 1, 0, 1.84056973E8, 2.96011006E8, 18, 9, 9
0, 1, 0, 3.07444036E8, 5.48747698E8, 40, 20, 20
1, 0, 0, 1.81767335E8, 2.49923341E8, 17, 9, 8
0, 1, 0, 3.18750725E8, 5.75635066E8, 40, 20, 20
0, 1, 0, 3.00935226E8, 5.62968374E8, 34, 17, 17
0, 1, 0, 1.93202982E8, 3.56118646E8, 20, 10, 10
0, 1, 0, 2.54074952E8, 4.79281652E8, 28, 14, 14
0, 1, 0, 2.63279058E8, 4.76376032E8, 34, 17, 17
0, 1, 0, 2.45027335E8, 4.69638885E8, 28, 14, 14
0, 1, 0, 2.77586835E8, 4.53266575E8, 36, 18, 18
1, 0, 0, 3.28703706E8, 5.48132408E8, 39, 20, 19
0, 1, 0, 2.27235395E8, 3.68291012E8, 22, 11, 11
0, 1, 0, 2.05695572E8, 3.64922199E8, 22, 11, 11
0, 1, 0, 2.79143853E8, 4.98115771E8, 30, 15, 15
0, 1, 0, 2.99363685E8, 5.30075487E8, 36, 18, 18
0, 1, 0, 2.32225229E8, 3.88078104E8, 24, 12, 12
0, 1, 0, 1.8017353E8, 2.78279855E8, 18, 9, 9
1, 0, 0, 2.45603274E8, 3.81750377E8, 29, 15, 14
0, 1, 0, 2.66753225E8, 4.83095468E8, 28, 14, 14
0, 1, 0, 2.45719419E8, 4.71348613E8, 28, 14, 14
0, 1, 0, 1.91981588E8, 3.21342371E8, 18, 9, 9
0, 1, 0, 1.93075845E8, 2.99229854E8, 18, 9, 9
0, 1, 0, 2.25215391E8, 3.71862792E8, 22, 11, 11
0, 1, 0, 2.4236687E8, 4.38810238E8, 26, 13, 13
0, 1, 0, 2.63520091E8, 4.28269574E8, 36, 18, 18
0, 1, 0, 2.14693509E8, 3.39532307E8, 20, 10, 10
0, 1, 0, 2.28184315E8, 3.78388676E8, 24, 12, 12
0, 1, 0, 2.23065887E8, 3.5188472E8, 22, 11, 11
0, 1, 0, 3.34212839E8, 5.70342821E8, 40, 20, 20
0, 1, 0, 2.0828688E8, 3.84223896E8, 22, 11, 11
0, 1, 0, 2.49856369E8, 4.46895086E8, 26, 13, 13
0, 1, 0, 1.75467206E8, 2.75059213E8, 16, 8, 8
0, 1, 0, 1.45555102E8, 2.00798177E8, 14, 7, 7
0, 1, 0, 2.45153305E8, 4.3894323E8, 34, 17, 17
0, 1, 0, 1.74354824E8, 2.6531092E8, 16, 8, 8
1, 0, 0, 2.56167595E8, 3.93693783E8, 27, 14, 13
1, 0, 0, 3.07228263E8, 5.14739198E8, 39, 20, 19
0, 1, 0, 3.45707237E8, 5.98194663E8, 42, 21, 21
0, 1, 0, 3.05034016E8, 5.07019273E8, 36, 18, 18
0, 1, 0, 2.56795919E8, 4.33597399E8, 34, 17, 17
0, 1, 0, 3.11750458E8, 5.3715008E8, 38, 19, 19
0, 1, 0, 1.72271996E8, 2.61779435E8, 16, 8, 8
0, 1, 0, 2.40000985E8, 4.21696346E8, 34, 17, 17
0, 1, 0, 2.25034235E8, 3.82082385E8, 22, 11, 11
0, 1, 0, 2.44752213E8, 4.34169569E8, 34, 17, 17
0, 1, 0, 2.61904598E8, 4.26049321E8, 28, 14, 14
0, 1, 0, 2.74195173E8, 4.66795763E8, 30, 15, 15
0, 1, 0, 2.09222892E8, 3.35629888E8, 22, 11, 11
1, 0, 0, 3.1201698E8, 5.30404432E8, 35, 18, 17
0, 1, 0, 2.86304631E8, 4.96125754E8, 36, 18, 18
0, 1, 0, 2.43411308E8, 4.14138648E8, 24, 12, 12
0, 1, 0, 1.87991239E8, 3.0101783E8, 18, 9, 9
0, 1, 0, 1.57951029E8, 2.3636931E8, 14, 7, 7
0, 1, 0, 1.99195809E8, 3.24346035E8, 18, 9, 9
1, 0, 0, 2.94800932E8, 5.31641789E8, 39, 20, 19
1, 0, 0, 3.17688417E8, 5.3228028E8, 39, 20, 19
1, 0, 0, 3.12251215E8, 5.23354682E8, 39, 20, 19
0, 1, 0, 1.9021126E8, 3.2459781E8, 18, 9, 9
0, 1, 0, 1.89544813E8, 3.02347808E8, 18, 9, 9
0, 1, 0, 2.04823732E8, 3.25701529E8, 22, 11, 11
0, 1, 0, 1.88565775E8, 3.14099088E8, 18, 9, 9
0, 1, 0, 1.86570267E8, 3.04796196E8, 18, 9, 9
0, 1, 0, 1.96046872E8, 3.2922312E8, 20, 10, 10
0, 1, 0, 2.74693751E8, 4.95414679E8, 28, 14, 14
0, 1, 0, 2.94790551E8, 4.90483607E8, 34, 17, 17
1, 0, 0, 2.98517208E8, 5.28834344E8, 39, 20, 19
0, 1, 0, 2.45719526E8, 3.92341807E8, 24, 12, 12
1, 0, 0, 2.81400021E8, 5.12455391E8, 39, 20, 19
0, 1, 0, 1.91566024E8, 3.12444955E8, 18, 9, 9
1, 0, 0, 3.22338227E8, 5.22400541E8, 37, 19, 18
0, 1, 0, 3.32248722E8, 5.81641211E8, 34, 17, 17
0, 1, 0, 2.35366561E8, 3.92110095E8, 24, 12, 12
1, 0, 0, 2.6119105E8, 4.80116185E8, 39, 20, 19
0, 1, 0, 2.07940071E8, 3.30565818E8, 20, 10, 10
0, 1, 0, 2.98919564E8, 5.50237409E8, 42, 21, 21
0, 1, 0, 1.89961764E8, 3.06176821E8, 18, 9, 9
0, 1, 0, 2.44774819E8, 4.11130742E8, 26, 13, 13
0, 1, 0, 2.75083052E8, 4.68874892E8, 38, 19, 19
0, 1, 0, 1.45089272E8, 2.0286235E8, 14, 7, 7
